order_id,order_date,customer_id,customer_region,customer_age_group,customer_gender,product_id,product_name,category,channel,quantity,unit_price,revenue
ORD11271,2024-08-26,U00343,华东,46-55,女,P007,面霜,美妆,京东,1,173.39,173.39
ORD11459,2024-08-26,U00402,华北,26-35,女,P010,坚果礼盒,食品,天猫,1,152.77,152.77
ORD12967,2024-08-26,U00834,西南,36-45,男,P006,跑步鞋,运动,京东,1,520.32,520.32
ORD13188,2024-08-26,U00895,华东,36-45,女,P009,咖啡豆,食品,线下门店,1,73.74,73.74
ORD13417,2024-08-26,U00965,华中,26-35,男,P009,咖啡豆,食品,京东,4,73.22,292.88
ORD14719,2024-08-26,U01309,华中,46-55,女,P006,跑步鞋,运动,抖音,2,567.11,1134.22
ORD15048,2024-08-26,U01397,西北,46-55,女,P010,坚果礼盒,食品,京东,1,150.14,150.14
ORD12712,2024-08-27,U00766,华中,46-55,男,P003,蓝牙音箱,电子,天猫,1,452.48,452.48
ORD12850,2024-08-27,U00805,华东,26-35,女,P010,坚果礼盒,食品,抖音,1,154.46,154.46
ORD12950,2024-08-27,U00833,西南,26-35,男,P004,保温杯,家居,京东,3,85.62,256.86
ORD13360,2024-08-27,U00945,华北,36-45,女,P006,跑步鞋,运动,抖音,1,569.85,569.85
ORD13831,2024-08-27,U01072,西南,26-35,男,P004,保温杯,家居,天猫,2,84.51,169.02
ORD14376,2024-08-27,U01211,华东,26-35,男,P009,咖啡豆,食品,拼多多,1,74.59,74.59
ORD10043,2024-08-28,U00008,华中,26-35,女,P007,面霜,美妆,京东,1,183.35,183.35
ORD10722,2024-08-28,U00188,华南,26-35,女,P009,咖啡豆,食品,天猫,1,77.57,77.57
ORD11129,2024-08-28,U00302,华中,26-35,男,P001,无线耳机,电子,拼多多,2,266.54,533.08
ORD12347,2024-08-28,U00658,西北,36-45,女,P005,瑜伽垫,运动,线下门店,1,110.66,110.66
ORD13021,2024-08-28,U00847,西南,26-35,女,P001,无线耳机,电子,京东,1,271.85,271.85
ORD14813,2024-08-28,U01338,华北,26-35,男,P007,面霜,美妆,京东,1,180.78,180.78
ORD15403,2024-08-28,U01483,华南,18-25,女,P009,咖啡豆,食品,天猫,2,68.9,137.8
ORD10042,2024-08-29,U00007,西南,18-25,男,P004,保温杯,家居,天猫,3,88.47,265.41
ORD10101,2024-08-29,U00024,华东,26-35,男,P004,保温杯,家居,抖音,4,87.27,349.08
ORD12387,2024-08-29,U00667,华南,26-35,女,P010,坚果礼盒,食品,线下门店,1,160.08,160.08
ORD13643,2024-08-29,U01024,华北,36-45,男,P010,坚果礼盒,食品,抖音,3,164.81,494.43
ORD15216,2024-08-29,U01441,华东,36-45,女,P005,瑜伽垫,运动,天猫,1,110.57,110.57
ORD10800,2024-08-30,U00207,华中,26-35,女,P004,保温杯,家居,天猫,1,77.08,77.08
ORD11019,2024-08-30,U00264,华南,46-55,女,P003,蓝牙音箱,电子,天猫,2,426.26,852.52
ORD11454,2024-08-30,U00401,西南,26-35,男,P008,口红,美妆,拼多多,1,154.54,154.54
ORD11543,2024-08-30,U00428,华东,36-45,女,P010,坚果礼盒,食品,抖音,2,162.13,324.26
ORD12106,2024-08-30,U00590,东北,26-35,女,P008,口红,美妆,京东,1,148.7,148.7
ORD12741,2024-08-30,U00777,东北,26-35,女,P009,咖啡豆,食品,天猫,1,77.27,77.27
ORD12798,2024-08-30,U00796,华东,46-55,女,P008,口红,美妆,抖音,1,158.91,158.91
ORD13133,2024-08-30,U00887,华北,46-55,男,P004,保温杯,家居,抖音,1,82.04,82.04
ORD13255,2024-08-30,U00911,华南,26-35,男,P003,蓝牙音箱,电子,天猫,1,446.7,446.7
ORD13436,2024-08-30,U00970,华中,46-55,女,P008,口红,美妆,抖音,2,149.56,299.12
ORD13613,2024-08-30,U01018,华中,18-25,女,P001,无线耳机,电子,抖音,1,260.65,260.65
ORD14255,2024-08-30,U01185,西北,26-35,女,P004,保温杯,家居,抖音,2,83.69,167.38
ORD14975,2024-08-30,U01381,华南,36-45,女,P004,保温杯,家居,线下门店,1,78.3,78.3
ORD11202,2024-09-01,U00321,华中,36-45,男,P006,跑步鞋,运动,京东,3,579.09,1737.27
ORD11375,2024-09-01,U00378,华南,26-35,女,P009,咖啡豆,食品,拼多多,1,69.88,69.88
ORD11660,2024-09-01,U00468,华东,26-35,男,P010,坚果礼盒,食品,天猫,1,162.78,162.78
ORD14777,2024-09-01,U01328,华东,36-45,女,P005,瑜伽垫,运动,线下门店,4,127.74,510.96
ORD11453,2024-09-02,U00401,西南,26-35,男,P007,面霜,美妆,天猫,1,195.56,195.56
ORD13838,2024-09-02,U01073,华北,26-35,女,P006,跑步鞋,运动,抖音,2,576.38,1152.76
ORD14440,2024-09-02,U01230,西北,36-45,男,P003,蓝牙音箱,电子,京东,1,434.61,434.61
ORD14636,2024-09-02,U01283,华东,36-45,女,P010,坚果礼盒,食品,线下门店,1,160.18,160.18
ORD11470,2024-09-03,U00404,华北,18-25,女,P007,面霜,美妆,京东,3,188.18,564.54
ORD11577,2024-09-03,U00439,华东,18-25,女,P003,蓝牙音箱,电子,京东,3,424.08,1272.24
ORD12161,2024-09-03,U00605,西北,26-35,女,P009,咖啡豆,食品,抖音,1,74.58,74.58
ORD12295,2024-09-03,U00649,华北,26-35,男,P003,蓝牙音箱,电子,拼多多,1,434.89,434.89
ORD13167,2024-09-03,U00892,华东,36-45,男,P001,无线耳机,电子,京东,5,281.18,1405.9
ORD14433,2024-09-03,U01227,华东,36-45,女,P007,面霜,美妆,抖音,3,184.24,552.72
ORD14795,2024-09-03,U01334,华北,18-25,女,P005,瑜伽垫,运动,拼多多,2,115.31,230.62
ORD10716,2024-09-04,U00186,华北,18-25,男,P005,瑜伽垫,运动,线下门店,1,116.51,116.51
ORD12785,2024-09-04,U00792,华北,26-35,女,P007,面霜,美妆,抖音,1,173.43,173.43
ORD13115,2024-09-04,U00882,华北,36-45,女,P004,保温杯,家居,抖音,1,80.62,80.62
ORD13412,2024-09-04,U00963,东北,26-35,男,P007,面霜,美妆,京东,2,177.41,354.82
ORD14791,2024-09-04,U01332,华东,18-25,女,P005,瑜伽垫,运动,天猫,1,110.61,110.61
ORD14903,2024-09-04,U01356,华南,36-45,男,P009,咖啡豆,食品,天猫,2,71.7,143.4
ORD15065,2024-09-04,U01401,华北,26-35,男,P004,保温杯,家居,天猫,2,88.04,176.08
ORD11063,2024-09-05,U00282,西南,46-55,男,P006,跑步鞋,运动,天猫,1,522.46,522.46
ORD11181,2024-09-05,U00316,华东,55+,女,P009,咖啡豆,食品,抖音,1,76.31,76.31
ORD11447,2024-09-05,U00400,西南,46-55,女,P003,蓝牙音箱,电子,拼多多,1,396.14,396.14
ORD14456,2024-09-05,U01233,华东,18-25,女,P010,坚果礼盒,食品,京东,1,150.02,150.02
ORD10074,2024-09-06,U00014,华北,36-45,女,P006,跑步鞋,运动,抖音,5,561.51,2807.55
ORD10620,2024-09-06,U00153,华中,26-35,男,P002,智能手表,电子,天猫,2,822.6,1645.2
ORD10684,2024-09-06,U00171,华东,26-35,男,P004,保温杯,家居,京东,1,85.4,85.4
ORD11201,2024-09-06,U00321,华中,36-45,男,P001,无线耳机,电子,拼多多,1,263.22,263.22
ORD11676,2024-09-06,U00473,华中,18-25,男,P003,蓝牙音箱,电子,抖音,1,437.1,437.1
ORD12277,2024-09-06,U00644,西南,36-45,男,P007,面霜,美妆,京东,4,198.06,792.24
ORD12908,2024-09-06,U00825,华中,36-45,女,P006,跑步鞋,运动,京东,1,590.05,590.05
ORD13464,2024-09-06,U00977,华中,46-55,男,P008,口红,美妆,天猫,1,155.04,155.04
ORD11300,2024-09-07,U00353,华南,26-35,男,P010,坚果礼盒,食品,天猫,3,143.37,430.11
ORD11970,2024-09-07,U00560,华东,36-45,女,P004,保温杯,家居,天猫,1,81.81,81.81
ORD12134,2024-09-07,U00596,华东,36-45,女,P005,瑜伽垫,运动,抖音,2,128.89,257.78
ORD14398,2024-09-07,U01214,西南,36-45,男,P010,坚果礼盒,食品,京东,2,152.3,304.6
ORD14473,2024-09-07,U01238,东北,18-25,男,P008,口红,美妆,拼多多,1,137.82,137.82
ORD14628,2024-09-07,U01282,华南,18-25,女,P009,咖啡豆,食品,抖音,2,67.29,134.58
ORD12323,2024-09-08,U00653,华东,26-35,女,P009,咖啡豆,食品,拼多多,1,71.27,71.27
ORD12703,2024-09-08,U00763,华北,26-35,男,P004,保温杯,家居,拼多多,3,78.89,236.67
ORD14004,2024-09-08,U01108,华北,36-45,女,P007,面霜,美妆,拼多多,2,180.1,360.2
ORD15302,2024-09-08,U01460,西南,36-45,女,P005,瑜伽垫,运动,抖音,1,118.21,118.21
ORD11584,2024-09-09,U00443,华南,18-25,男,P010,坚果礼盒,食品,抖音,1,146.01,146.01
ORD11796,2024-09-09,U00505,华中,46-55,女,P002,智能手表,电子,抖音,5,848.63,4243.15
ORD12963,2024-09-09,U00834,西南,36-45,男,P006,跑步鞋,运动,京东,1,516.86,516.86
ORD13189,2024-09-09,U00896,西北,36-45,女,P005,瑜伽垫,运动,天猫,1,123.86,123.86
ORD13314,2024-09-09,U00929,西南,36-45,男,P002,智能手表,电子,京东,4,770.89,3083.56
ORD13319,2024-09-09,U00931,华东,36-45,男,P003,蓝牙音箱,电子,抖音,5,395.33,1976.65
ORD13645,2024-09-09,U01024,华北,36-45,男,P005,瑜伽垫,运动,抖音,1,113.98,113.98
ORD11010,2024-09-10,U00261,西南,26-35,男,P009,咖啡豆,食品,拼多多,2,69.14,138.28
ORD11070,2024-09-10,U00285,华东,36-45,男,P009,咖啡豆,食品,拼多多,1,75.62,75.62
ORD11355,2024-09-10,U00370,东北,36-45,女,P005,瑜伽垫,运动,天猫,2,124.47,248.94
ORD11363,2024-09-10,U00372,华东,18-25,男,P001,无线耳机,电子,天猫,1,282.04,282.04
ORD11424,2024-09-10,U00393,华东,26-35,男,P004,保温杯,家居,拼多多,1,80.0,80.0
ORD12031,2024-09-10,U00579,华中,18-25,男,P005,瑜伽垫,运动,天猫,2,118.56,237.12
ORD12625,2024-09-10,U00742,华南,26-35,女,P005,瑜伽垫,运动,京东,3,112.48,337.44
ORD15440,2024-09-10,U01495,华东,36-45,女,P008,口红,美妆,京东,1,155.91,155.91
ORD11149,2024-09-11,U00305,华东,36-45,男,P002,智能手表,电子,抖音,1,821.79,821.79
ORD12087,2024-09-11,U00588,华中,36-45,女,P009,咖啡豆,食品,天猫,3,67.52,202.56
ORD12219,2024-09-11,U00624,华东,36-45,男,P007,面霜,美妆,天猫,1,196.73,196.73
ORD12615,2024-09-11,U00738,华北,36-45,男,P005,瑜伽垫,运动,京东,2,120.65,241.3
ORD12787,2024-09-11,U00792,华北,26-35,女,P007,面霜,美妆,抖音,1,172.07,172.07
ORD13294,2024-09-11,U00926,华东,46-55,女,P003,蓝牙音箱,电子,拼多多,1,415.63,415.63
ORD13894,2024-09-11,U01086,华南,18-25,男,P002,智能手表,电子,拼多多,1,887.12,887.12
ORD14091,2024-09-11,U01138,华东,18-25,女,P006,跑步鞋,运动,抖音,1,548.62,548.62
ORD14289,2024-09-11,U01194,华南,36-45,男,P008,口红,美妆,抖音,5,137.4,687.0
ORD14322,2024-09-11,U01201,华北,26-35,男,P009,咖啡豆,食品,京东,1,67.38,67.38
ORD15129,2024-09-11,U01417,华南,36-45,女,P003,蓝牙音箱,电子,抖音,2,399.86,799.72
ORD10992,2024-09-12,U00256,西北,26-35,男,P004,保温杯,家居,天猫,2,76.7,153.4
ORD11319,2024-09-12,U00355,华东,36-45,女,P007,面霜,美妆,抖音,2,185.74,371.48
ORD12512,2024-09-12,U00703,华中,36-45,女,P002,智能手表,电子,线下门店,1,840.83,840.83
ORD12991,2024-09-12,U00839,东北,26-35,女,P010,坚果礼盒,食品,抖音,1,145.54,145.54
ORD15446,2024-09-12,U01496,华东,26-35,男,P005,瑜伽垫,运动,拼多多,2,118.84,237.68
ORD12057,2024-09-13,U00585,华北,26-35,女,P002,智能手表,电子,抖音,1,773.75,773.75
ORD12872,2024-09-13,U00813,华东,18-25,男,P001,无线耳机,电子,拼多多,1,295.37,295.37
ORD12955,2024-09-13,U00833,西南,26-35,男,P004,保温杯,家居,京东,2,86.22,172.44
ORD13318,2024-09-13,U00930,华南,26-35,女,P001,无线耳机,电子,抖音,2,281.54,563.08
ORD13921,2024-09-13,U01089,西北,36-45,女,P008,口红,美妆,抖音,1,146.95,146.95
ORD10877,2024-09-14,U00224,华南,26-35,男,P003,蓝牙音箱,电子,天猫,5,390.29,1951.45
ORD11406,2024-09-14,U00388,华东,36-45,女,P007,面霜,美妆,京东,1,192.26,192.26
ORD12526,2024-09-14,U00709,华东,55+,女,P003,蓝牙音箱,电子,线下门店,1,410.93,410.93
ORD13519,2024-09-14,U00995,华北,46-55,女,P006,跑步鞋,运动,天猫,1,584.07,584.07
ORD14492,2024-09-14,U01243,西北,46-55,女,P005,瑜伽垫,运动,京东,3,127.98,383.94
ORD10845,2024-09-15,U00219,西南,26-35,女,P007,面霜,美妆,抖音,1,171.6,171.6
ORD12956,2024-09-15,U00833,西南,26-35,男,P004,保温杯,家居,天猫,1,84.26,84.26
ORD13551,2024-09-15,U01003,华东,26-35,男,P005,瑜伽垫,运动,抖音,1,125.71,125.71
ORD14171,2024-09-15,U01163,华中,26-35,男,P006,跑步鞋,运动,京东,1,511.27,511.27
ORD14684,2024-09-15,U01300,华中,55+,男,P007,面霜,美妆,抖音,1,193.18,193.18
ORD15057,2024-09-15,U01399,华东,36-45,女,P008,口红,美妆,京东,1,152.16,152.16
ORD10669,2024-09-16,U00165,华南,18-25,女,P009,咖啡豆,食品,抖音,1,70.63,70.63
ORD11884,2024-09-16,U00534,华东,46-55,女,P009,咖啡豆,食品,京东,1,70.24,70.24
ORD12257,2024-09-16,U00635,西北,18-25,女,P004,保温杯,家居,京东,4,78.77,315.08
ORD12673,2024-09-16,U00757,东北,18-25,女,P001,无线耳机,电子,天猫,4,290.12,1160.48
ORD12844,2024-09-16,U00805,华东,26-35,女,P009,咖啡豆,食品,京东,3,68.03,204.09
ORD13448,2024-09-16,U00974,华南,18-25,女,P005,瑜伽垫,运动,拼多多,2,123.21,246.42
ORD15010,2024-09-16,U01390,华南,18-25,男,P009,咖啡豆,食品,抖音,5,77.75,388.75
ORD15318,2024-09-16,U01462,西南,18-25,女,P007,面霜,美妆,线下门店,2,183.36,366.72
ORD10175,2024-09-17,U00054,华东,18-25,男,P002,智能手表,电子,拼多多,3,854.72,2564.16
ORD13129,2024-09-17,U00887,华北,46-55,男,P007,面霜,美妆,线下门店,1,193.05,193.05
ORD11142,2024-09-18,U00304,华北,26-35,男,P005,瑜伽垫,运动,京东,1,127.9,127.9
ORD11526,2024-09-18,U00425,华东,26-35,女,P009,咖啡豆,食品,抖音,4,70.76,283.04
ORD11622,2024-09-18,U00456,华东,46-55,女,P004,保温杯,家居,抖音,1,84.24,84.24
ORD11663,2024-09-18,U00468,华东,26-35,男,P005,瑜伽垫,运动,京东,1,124.43,124.43
ORD12121,2024-09-18,U00592,华南,46-55,男,P001,无线耳机,电子,抖音,1,282.21,282.21
ORD13001,2024-09-18,U00842,华东,26-35,女,P008,口红,美妆,天猫,1,150.42,150.42
ORD13641,2024-09-18,U01023,华南,26-35,男,P008,口红,美妆,拼多多,1,143.27,143.27
ORD13908,2024-09-18,U01087,华北,18-25,男,P008,口红,美妆,天猫,5,143.03,715.15
ORD10573,2024-09-19,U00140,华南,46-55,女,P010,坚果礼盒,食品,京东,2,144.29,288.58
ORD11133,2024-09-19,U00302,华中,26-35,男,P004,保温杯,家居,京东,5,75.67,378.35
ORD11166,2024-09-19,U00309,华北,26-35,女,P004,保温杯,家居,抖音,2,75.81,151.62
ORD12448,2024-09-19,U00687,华东,46-55,男,P009,咖啡豆,食品,抖音,2,73.89,147.78
ORD13596,2024-09-19,U01014,华东,36-45,男,P004,保温杯,家居,天猫,3,77.03,231.09
ORD13844,2024-09-19,U01073,华北,26-35,女,P006,跑步鞋,运动,京东,3,515.9,1547.7
ORD14043,2024-09-19,U01119,东北,46-55,女,P004,保温杯,家居,天猫,1,88.67,88.67
ORD14164,2024-09-19,U01163,华中,26-35,男,P006,跑步鞋,运动,线下门店,2,582.66,1165.32
ORD14429,2024-09-19,U01225,华东,18-25,女,P007,面霜,美妆,天猫,2,177.15,354.3
ORD14586,2024-09-19,U01272,华东,46-55,女,P004,保温杯,家居,天猫,1,84.19,84.19
ORD10297,2024-09-20,U00081,华南,36-45,女,P004,保温杯,家居,抖音,1,82.36,82.36
ORD11688,2024-09-20,U00479,西南,36-45,女,P005,瑜伽垫,运动,天猫,1,122.06,122.06
ORD12162,2024-09-20,U00605,西北,26-35,女,P004,保温杯,家居,京东,1,87.07,87.07
ORD12960,2024-09-20,U00834,西南,36-45,男,P006,跑步鞋,运动,抖音,4,513.79,2055.16
ORD10287,2024-09-21,U00076,华北,26-35,男,P009,咖啡豆,食品,京东,1,73.62,73.62
ORD11071,2024-09-21,U00286,东北,36-45,女,P007,面霜,美妆,京东,2,184.95,369.9
ORD11648,2024-09-21,U00463,西南,36-45,女,P004,保温杯,家居,天猫,1,79.88,79.88
ORD12659,2024-09-21,U00755,华北,46-55,女,P004,保温杯,家居,京东,2,88.96,177.92
ORD13004,2024-09-21,U00842,华东,26-35,女,P007,面霜,美妆,京东,1,185.58,185.58
ORD14147,2024-09-21,U01159,华中,36-45,男,P006,跑步鞋,运动,京东,1,546.19,546.19
ORD11107,2024-09-22,U00293,华东,46-55,女,P007,面霜,美妆,线下门店,1,177.54,177.54
ORD12372,2024-09-22,U00663,华南,26-35,女,P009,咖啡豆,食品,天猫,1,68.44,68.44
ORD12689,2024-09-22,U00762,华南,18-25,男,P004,保温杯,家居,抖音,1,76.38,76.38
ORD14045,2024-09-22,U01120,华东,36-45,女,P001,无线耳机,电子,京东,1,294.44,294.44
ORD11338,2024-09-23,U00364,华东,46-55,女,P010,坚果礼盒,食品,天猫,2,147.01,294.02
ORD12009,2024-09-23,U00575,华南,55+,男,P004,保温杯,家居,拼多多,4,80.73,322.92
ORD13172,2024-09-23,U00892,华东,36-45,男,P004,保温杯,家居,线下门店,2,77.57,155.14
ORD11173,2024-09-24,U00312,华东,26-35,男,P007,面霜,美妆,拼多多,2,186.24,372.48
ORD13309,2024-09-24,U00929,西南,36-45,男,P004,保温杯,家居,抖音,2,80.64,161.28
ORD14318,2024-09-24,U01199,华中,26-35,男,P009,咖啡豆,食品,天猫,4,78.73,314.92
ORD14340,2024-09-24,U01202,华东,26-35,男,P004,保温杯,家居,京东,1,79.01,79.01
ORD10555,2024-09-25,U00137,华北,26-35,男,P004,保温杯,家居,拼多多,1,83.48,83.48
ORD10997,2024-09-25,U00256,西北,26-35,男,P004,保温杯,家居,拼多多,1,81.34,81.34
ORD11932,2024-09-25,U00546,华东,26-35,男,P003,蓝牙音箱,电子,京东,1,412.9,412.9
ORD12771,2024-09-25,U00784,华南,26-35,女,P004,保温杯,家居,天猫,2,84.78,169.56
ORD13307,2024-09-25,U00929,西南,36-45,男,P001,无线耳机,电子,线下门店,1,278.18,278.18
ORD14094,2024-09-25,U01139,华中,18-25,女,P008,口红,美妆,京东,1,158.98,158.98
ORD14630,2024-09-25,U01282,华南,18-25,女,P009,咖啡豆,食品,天猫,3,72.85,218.55
ORD15170,2024-09-25,U01430,华南,26-35,女,P007,面霜,美妆,抖音,2,180.13,360.26
ORD15253,2024-09-25,U01446,华东,36-45,男,P004,保温杯,家居,京东,4,77.84,311.36
ORD10364,2024-09-26,U00097,华南,26-35,女,P004,保温杯,家居,天猫,1,86.42,86.42
ORD11478,2024-09-26,U00406,西南,46-55,女,P006,跑步鞋,运动,京东,1,549.11,549.11
ORD13703,2024-09-26,U01040,华中,46-55,男,P005,瑜伽垫,运动,抖音,1,120.62,120.62
ORD14071,2024-09-26,U01131,华中,18-25,女,P005,瑜伽垫,运动,天猫,3,125.97,377.91
ORD14286,2024-09-26,U01193,华北,36-45,女,P005,瑜伽垫,运动,天猫,1,110.08,110.08
ORD10165,2024-09-27,U00050,华中,26-35,女,P010,坚果礼盒,食品,天猫,1,153.41,153.41
ORD10267,2024-09-27,U00072,华南,55+,男,P008,口红,美妆,天猫,1,137.19,137.19
ORD11374,2024-09-27,U00378,华南,26-35,女,P005,瑜伽垫,运动,拼多多,1,117.93,117.93
ORD13204,2024-09-27,U00899,华南,26-35,女,P002,智能手表,电子,线下门店,1,819.89,819.89
ORD14311,2024-09-27,U01197,东北,55+,女,P010,坚果礼盒,食品,拼多多,1,161.75,161.75
ORD14602,2024-09-27,U01277,华南,26-35,女,P005,瑜伽垫,运动,天猫,1,111.2,111.2
ORD15394,2024-09-27,U01479,华北,18-25,男,P006,跑步鞋,运动,京东,1,552.88,552.88
ORD10060,2024-09-28,U00011,西南,36-45,女,P007,面霜,美妆,拼多多,1,170.46,170.46
ORD10385,2024-09-28,U00103,华南,46-55,男,P002,智能手表,电子,抖音,1,832.91,832.91
ORD11463,2024-09-28,U00404,华北,18-25,女,P003,蓝牙音箱,电子,京东,1,434.2,434.2
ORD13351,2024-09-28,U00942,西南,18-25,女,P002,智能手表,电子,天猫,2,806.19,1612.38
ORD13391,2024-09-28,U00954,华东,26-35,女,P007,面霜,美妆,京东,2,178.46,356.92
ORD13874,2024-09-28,U01079,华东,55+,男,P010,坚果礼盒,食品,拼多多,1,155.17,155.17
ORD14303,2024-09-28,U01196,西北,36-45,女,P007,面霜,美妆,抖音,1,181.18,181.18
ORD11143,2024-09-29,U00304,华北,26-35,男,P005,瑜伽垫,运动,线下门店,2,116.74,233.48
ORD12139,2024-09-29,U00598,华东,26-35,男,P004,保温杯,家居,天猫,2,82.71,165.42
ORD13155,2024-09-29,U00891,华南,36-45,男,P007,面霜,美妆,抖音,1,193.87,193.87
ORD14033,2024-09-29,U01117,西北,55+,女,P010,坚果礼盒,食品,拼多多,1,167.71,167.71
ORD14235,2024-09-29,U01180,华东,26-35,男,P002,智能手表,电子,天猫,1,783.6,783.6
ORD14828,2024-09-29,U01340,华中,36-45,男,P010,坚果礼盒,食品,京东,1,161.48,161.48
ORD10663,2024-09-30,U00164,华北,26-35,女,P001,无线耳机,电子,拼多多,1,288.68,288.68
ORD11099,2024-09-30,U00292,华东,46-55,男,P006,跑步鞋,运动,京东,1,537.4,537.4
ORD11358,2024-09-30,U00370,东北,36-45,女,P003,蓝牙音箱,电子,京东,1,417.41,417.41
ORD12080,2024-09-30,U00587,西南,36-45,男,P002,智能手表,电子,抖音,5,840.53,4202.65
ORD13016,2024-09-30,U00844,西南,26-35,男,P006,跑步鞋,运动,抖音,1,544.36,544.36
ORD13561,2024-09-30,U01005,华中,26-35,男,P007,面霜,美妆,天猫,3,177.6,532.8
ORD11012,2024-10-01,U00261,西南,26-35,男,P010,坚果礼盒,食品,天猫,2,163.72,327.44
ORD11611,2024-10-01,U00453,华东,36-45,男,P007,面霜,美妆,拼多多,1,177.29,177.29
ORD11942,2024-10-01,U00548,华东,18-25,女,P009,咖啡豆,食品,天猫,2,68.46,136.92
ORD12957,2024-10-01,U00834,西南,36-45,男,P006,跑步鞋,运动,抖音,1,597.85,597.85
ORD13704,2024-10-01,U01040,华中,46-55,男,P007,面霜,美妆,抖音,1,189.66,189.66
ORD14963,2024-10-01,U01378,西南,36-45,男,P010,坚果礼盒,食品,拼多多,1,147.62,147.62
ORD10348,2024-10-02,U00094,华北,36-45,女,P004,保温杯,家居,天猫,1,77.58,77.58
ORD11044,2024-10-02,U00272,华中,36-45,女,P009,咖啡豆,食品,京东,1,77.38,77.38
ORD11239,2024-10-02,U00331,华南,18-25,女,P004,保温杯,家居,京东,1,79.62,79.62
ORD11270,2024-10-02,U00343,华东,46-55,女,P007,面霜,美妆,天猫,1,187.64,187.64
ORD11455,2024-10-02,U00401,西南,26-35,男,P007,面霜,美妆,线下门店,1,176.5,176.5
ORD11614,2024-10-02,U00455,西南,26-35,男,P010,坚果礼盒,食品,拼多多,1,167.69,167.69
ORD12189,2024-10-02,U00612,东北,46-55,男,P008,口红,美妆,拼多多,1,143.3,143.3
ORD12545,2024-10-02,U00718,华北,18-25,女,P008,口红,美妆,拼多多,4,138.6,554.4
ORD14231,2024-10-02,U01179,华中,18-25,男,P008,口红,美妆,京东,5,136.77,683.85
ORD15265,2024-10-02,U01451,华东,46-55,男,P002,智能手表,电子,京东,2,807.04,1614.08
ORD10099,2024-10-03,U00024,华东,26-35,男,P004,保温杯,家居,京东,1,87.47,87.47
ORD10731,2024-10-03,U00190,东北,36-45,男,P001,无线耳机,电子,京东,4,271.41,1085.64
ORD11150,2024-10-03,U00306,华南,36-45,男,P005,瑜伽垫,运动,抖音,2,121.14,242.28
ORD11430,2024-10-03,U00394,华北,46-55,男,P004,保温杯,家居,线下门店,1,79.9,79.9
ORD12186,2024-10-03,U00611,华南,26-35,男,P006,跑步鞋,运动,京东,1,550.57,550.57
ORD14233,2024-10-03,U01179,华中,18-25,男,P008,口红,美妆,京东,1,148.71,148.71
ORD14830,2024-10-03,U01340,华中,36-45,男,P006,跑步鞋,运动,天猫,3,594.38,1783.14
ORD15223,2024-10-03,U01442,西南,18-25,男,P006,跑步鞋,运动,天猫,1,567.36,567.36
ORD10965,2024-10-04,U00251,华南,55+,女,P005,瑜伽垫,运动,京东,2,126.24,252.48
ORD10994,2024-10-04,U00256,西北,26-35,男,P004,保温杯,家居,抖音,2,77.9,155.8
ORD11182,2024-10-04,U00316,华东,55+,女,P010,坚果礼盒,食品,线下门店,1,154.49,154.49
ORD11940,2024-10-04,U00548,华东,18-25,女,P010,坚果礼盒,食品,京东,3,161.93,485.79
ORD12239,2024-10-04,U00628,华北,46-55,男,P010,坚果礼盒,食品,线下门店,1,144.95,144.95
ORD12896,2024-10-04,U00824,西南,36-45,女,P004,保温杯,家居,天猫,2,83.48,166.96
ORD13201,2024-10-04,U00897,西南,26-35,女,P008,口红,美妆,线下门店,1,155.36,155.36
ORD14563,2024-10-04,U01264,华北,55+,女,P007,面霜,美妆,拼多多,1,196.94,196.94
ORD14716,2024-10-04,U01308,华东,36-45,女,P010,坚果礼盒,食品,线下门店,2,151.28,302.56
ORD14865,2024-10-04,U01345,华东,18-25,男,P003,蓝牙音箱,电子,抖音,1,427.01,427.01
ORD11188,2024-10-05,U00317,东北,46-55,男,P002,智能手表,电子,天猫,1,860.95,860.95
ORD11397,2024-10-05,U00383,西南,36-45,女,P004,保温杯,家居,拼多多,4,79.78,319.12
ORD11852,2024-10-05,U00525,华南,36-45,女,P009,咖啡豆,食品,天猫,1,73.48,73.48
ORD12716,2024-10-05,U00768,华东,36-45,男,P001,无线耳机,电子,天猫,1,276.66,276.66
ORD12855,2024-10-05,U00806,华北,36-45,男,P004,保温杯,家居,天猫,1,85.87,85.87
ORD13009,2024-10-05,U00842,华东,26-35,女,P008,口红,美妆,线下门店,5,146.24,731.2
ORD13721,2024-10-05,U01044,华东,26-35,女,P001,无线耳机,电子,天猫,2,270.86,541.72
ORD10841,2024-10-06,U00216,华南,46-55,男,P004,保温杯,家居,天猫,1,84.46,84.46
ORD11857,2024-10-06,U00528,西北,18-25,女,P003,蓝牙音箱,电子,京东,2,394.03,788.06
ORD13216,2024-10-06,U00902,华东,26-35,女,P006,跑步鞋,运动,拼多多,1,551.74,551.74
ORD15195,2024-10-06,U01434,华东,36-45,男,P006,跑步鞋,运动,天猫,1,534.94,534.94
ORD10199,2024-10-07,U00058,华北,26-35,男,P010,坚果礼盒,食品,天猫,1,167.95,167.95
ORD11609,2024-10-07,U00453,华东,36-45,男,P006,跑步鞋,运动,抖音,1,546.38,546.38
ORD11756,2024-10-07,U00494,西南,26-35,女,P003,蓝牙音箱,电子,京东,1,418.64,418.64
