transaction_id,purchase_date,category,product_name,channel,customer_age_group,customer_gender,quantity,unit_price,discount_rate,revenue,customer_id
TX50925,2024-09-01,Beauty,Hair Dryer,Social Media,56+,Other,2,52.0,0.2,104.0,U00538
TX51206,2024-09-01,Clothing,Hoodie,Mobile App,18-25,M,1,55,0,55,U00522
TX51602,2024-09-01,Electronics,Headphones,Mobile App,18-25,Other,1,80.1,0.1,80.1,U00401
TX51857,2024-09-01,Clothing,Hoodie,Marketplace,36-45,M,1,49.5,0.1,49.5,U00574
TX51344,2024-09-02,Beauty,Lipstick,Social Media,18-25,F,1,17.6,0.2,17.6,U00851
TX51584,2024-09-02,Clothing,T-Shirt,Social Media,26-35,Other,1,28,0,28,U00811
TX52417,2024-09-02,Electronics,Smart Watch,Web,46-55,Other,1,139.3,0.3,139.3,U00433
TX50187,2024-09-03,Clothing,Jeans,Marketplace,56+,F,2,65,0,130,U00786
TX50194,2024-09-03,Books,Tech Manual,Social Media,36-45,F,1,45,0,45,U00615
TX50369,2024-09-03,Electronics,Headphones,Marketplace,18-25,F,1,89,0,89,U00486
TX50406,2024-09-03,Home,Rug,Marketplace,46-55,M,2,120,0,240,U00184
TX50499,2024-09-03,Books,Tech Manual,Marketplace,36-45,F,1,45,0,45,U00057
TX50811,2024-09-03,Electronics,Charger,Social Media,18-25,Other,1,35,0,35,U00303
TX51335,2024-09-03,Home,Rug,Mobile App,26-35,Other,1,96.0,0.2,96.0,U00840
TX51631,2024-09-03,Beauty,Hair Dryer,Mobile App,26-35,M,1,52.0,0.2,52.0,U00459
TX51948,2024-09-03,Beauty,Lipstick,Social Media,26-35,F,1,22,0,22,U00886
TX52127,2024-09-03,Beauty,Perfume,Mobile App,56+,M,1,110,0,110,U00757
TX50374,2024-09-04,Beauty,Hair Dryer,Social Media,18-25,Other,1,65,0,65,U00774
TX50984,2024-09-04,Beauty,Skincare Set,Web,26-35,F,1,89,0,89,U00792
TX51092,2024-09-04,Clothing,Jeans,Marketplace,56+,F,1,65,0,65,U00613
TX51110,2024-09-04,Clothing,T-Shirt,Mobile App,56+,Other,2,28,0,56,U00415
TX52183,2024-09-04,Books,Biography,Social Media,46-55,M,1,28,0,28,U00761
TX51026,2024-09-05,Beauty,Perfume,Web,26-35,M,2,99.0,0.1,198.0,U00836
TX51424,2024-09-05,Electronics,Phone Case,Web,56+,M,1,25,0,25,U00214
TX52130,2024-09-05,Books,Cookbook,Marketplace,26-35,M,1,25,0,25,U00178
TX52381,2024-09-05,Electronics,Headphones,Web,18-25,Other,1,80.1,0.1,80.1,U00559
TX50462,2024-09-06,Beauty,Hair Dryer,Web,26-35,M,2,52.0,0.2,104.0,U00399
TX50496,2024-09-06,Electronics,Phone Case,Web,18-25,F,1,25,0,25,U00632
TX51141,2024-09-06,Books,Self-Help,Web,56+,M,1,19.8,0.1,19.8,U00200
TX51709,2024-09-06,Electronics,Charger,Web,26-35,M,1,28.0,0.2,28.0,U00170
TX52333,2024-09-06,Electronics,Charger,Social Media,26-35,F,1,24.5,0.3,24.5,U00190
TX50713,2024-09-07,Beauty,Skincare Set,Social Media,56+,F,1,89,0,89,U00745
TX50989,2024-09-07,Home,Curtain,Mobile App,18-25,M,3,58.5,0.1,175.5,U00156
TX51671,2024-09-07,Home,Bedsheet,Social Media,56+,F,1,45,0,45,U00075
TX52498,2024-09-07,Clothing,Dress,Marketplace,18-25,F,1,75,0,75,U00346
TX50017,2024-09-08,Electronics,Bluetooth Speaker,Mobile App,26-35,Other,1,63.2,0.2,63.2,U00659
TX50300,2024-09-08,Beauty,Hair Dryer,Marketplace,26-35,F,1,65,0,65,U00564
TX50577,2024-09-08,Books,Fiction Novel,Social Media,36-45,F,1,18,0,18,U00505
TX51290,2024-09-08,Clothing,Hoodie,Mobile App,46-55,Other,1,55,0,55,U00804
TX51315,2024-09-08,Electronics,Phone Case,Social Media,46-55,Other,3,25,0,75,U00760
TX51484,2024-09-08,Home,Rug,Marketplace,56+,F,1,120,0,120,U00711
TX52051,2024-09-08,Home,Rug,Mobile App,46-55,Other,1,120,0,120,U00681
TX50099,2024-09-09,Electronics,Charger,Web,26-35,Other,1,35,0,35,U00443
TX50686,2024-09-09,Home,Pillow,Web,36-45,M,1,35,0,35,U00875
TX50841,2024-09-09,Home,Curtain,Mobile App,56+,Other,1,58.5,0.1,58.5,U00592
TX50996,2024-09-09,Beauty,Face Mask,Web,36-45,Other,2,18,0,36,U00774
TX51008,2024-09-09,Beauty,Face Mask,Mobile App,56+,F,2,18,0,36,U00034
TX51071,2024-09-09,Electronics,Bluetooth Speaker,Marketplace,36-45,M,2,79,0,158,U00650
TX51829,2024-09-09,Home,Rug,Marketplace,26-35,Other,1,108.0,0.1,108.0,U00592
TX52013,2024-09-09,Books,Tech Manual,Marketplace,56+,Other,1,36.0,0.2,36.0,U00899
TX50090,2024-09-10,Clothing,Sneakers,Social Media,56+,Other,1,95,0,95,U00478
TX51201,2024-09-10,Beauty,Perfume,Web,36-45,Other,1,110,0,110,U00619
TX52443,2024-09-10,Clothing,T-Shirt,Social Media,56+,F,1,28,0,28,U00047
TX50773,2024-09-11,Electronics,Charger,Web,46-55,F,2,35,0,70,U00375
TX51065,2024-09-11,Beauty,Face Mask,Marketplace,26-35,M,1,18,0,18,U00741
TX51791,2024-09-11,Electronics,Headphones,Web,46-55,M,1,71.2,0.2,71.2,U00815
TX52090,2024-09-11,Books,Fiction Novel,Marketplace,56+,Other,1,16.2,0.1,16.2,U00489
TX50015,2024-09-12,Clothing,Dress,Social Media,18-25,Other,1,75,0,75,U00795
TX50030,2024-09-12,Electronics,Bluetooth Speaker,Marketplace,56+,M,1,71.1,0.1,71.1,U00714
TX50119,2024-09-12,Beauty,Hair Dryer,Web,36-45,M,3,65,0,195,U00084
TX50284,2024-09-12,Electronics,Smart Watch,Social Media,26-35,M,3,199,0,597,U00613
TX50893,2024-09-12,Electronics,Charger,Marketplace,18-25,F,1,24.5,0.3,24.5,U00478
TX51325,2024-09-12,Clothing,Jeans,Mobile App,26-35,F,1,58.5,0.1,58.5,U00645
TX50023,2024-09-13,Home,Curtain,Web,56+,M,2,65,0,130,U00511
TX50230,2024-09-13,Clothing,Dress,Social Media,56+,Other,1,75,0,75,U00862
TX50236,2024-09-13,Clothing,Hoodie,Social Media,18-25,Other,2,49.5,0.1,99.0,U00171
TX51441,2024-09-13,Home,Lamp,Marketplace,18-25,F,1,55,0,55,U00825
TX51699,2024-09-13,Home,Pillow,Social Media,36-45,Other,1,31.5,0.1,31.5,U00584
TX51782,2024-09-13,Electronics,Bluetooth Speaker,Social Media,26-35,M,1,63.2,0.2,63.2,U00699
TX52067,2024-09-13,Books,Biography,Social Media,36-45,Other,1,28,0,28,U00766
TX52374,2024-09-13,Books,Biography,Mobile App,36-45,F,2,22.4,0.2,44.8,U00773
TX50094,2024-09-14,Books,Fiction Novel,Marketplace,26-35,M,1,14.4,0.2,14.4,U00493
TX50145,2024-09-14,Books,Biography,Social Media,18-25,Other,1,28,0,28,U00089
TX50962,2024-09-14,Electronics,Headphones,Mobile App,26-35,Other,1,80.1,0.1,80.1,U00524
TX51077,2024-09-14,Clothing,Hoodie,Social Media,56+,Other,1,38.5,0.3,38.5,U00372
TX51210,2024-09-14,Clothing,Hoodie,Social Media,56+,M,1,38.5,0.3,38.5,U00417
TX51485,2024-09-14,Home,Pillow,Web,46-55,M,1,35,0,35,U00047
TX51508,2024-09-14,Books,Cookbook,Mobile App,46-55,F,1,25,0,25,U00749
TX51681,2024-09-14,Books,Fiction Novel,Mobile App,36-45,M,1,12.6,0.3,12.6,U00517
TX51852,2024-09-14,Books,Tech Manual,Marketplace,26-35,M,1,45,0,45,U00788
TX52194,2024-09-14,Electronics,Headphones,Mobile App,56+,F,1,89,0,89,U00878
TX50087,2024-09-15,Home,Lamp,Social Media,46-55,F,3,55,0,165,U00185
TX50106,2024-09-15,Home,Rug,Web,26-35,F,1,120,0,120,U00658
TX50257,2024-09-15,Electronics,Smart Watch,Marketplace,26-35,F,1,179.1,0.1,179.1,U00846
TX50279,2024-09-15,Electronics,Charger,Social Media,46-55,M,1,28.0,0.2,28.0,U00150
TX50382,2024-09-15,Beauty,Perfume,Social Media,36-45,M,1,88.0,0.2,88.0,U00552
TX50444,2024-09-15,Home,Rug,Marketplace,18-25,M,2,84.0,0.3,168.0,U00332
TX50616,2024-09-15,Clothing,Hoodie,Social Media,46-55,M,1,55,0,55,U00476
TX50726,2024-09-15,Books,Biography,Social Media,26-35,M,1,28,0,28,U00387
TX51251,2024-09-15,Clothing,T-Shirt,Marketplace,26-35,F,1,22.4,0.2,22.4,U00572
TX51871,2024-09-15,Beauty,Perfume,Marketplace,46-55,M,1,110,0,110,U00585
TX52165,2024-09-15,Clothing,Jeans,Mobile App,36-45,M,1,58.5,0.1,58.5,U00039
TX52176,2024-09-15,Electronics,Charger,Social Media,46-55,F,2,35,0,70,U00237
TX52308,2024-09-15,Electronics,Charger,Web,26-35,F,1,35,0,35,U00773
TX50022,2024-09-16,Home,Curtain,Marketplace,36-45,F,1,65,0,65,U00476
TX50937,2024-09-16,Books,Fiction Novel,Social Media,56+,F,1,14.4,0.2,14.4,U00405
TX51223,2024-09-16,Electronics,Phone Case,Social Media,26-35,F,1,25,0,25,U00831
TX51233,2024-09-16,Home,Bedsheet,Mobile App,46-55,F,3,36.0,0.2,108.0,U00191
TX51264,2024-09-16,Home,Lamp,Web,56+,Other,1,55,0,55,U00138
TX51380,2024-09-16,Books,Self-Help,Web,18-25,F,2,17.6,0.2,35.2,U00333
TX50394,2024-09-17,Home,Curtain,Social Media,26-35,F,2,65,0,130,U00173
TX50397,2024-09-17,Books,Tech Manual,Web,46-55,Other,1,36.0,0.2,36.0,U00171
TX50687,2024-09-17,Books,Cookbook,Mobile App,56+,M,2,22.5,0.1,45.0,U00572
TX50767,2024-09-17,Clothing,Sneakers,Web,36-45,Other,1,95,0,95,U00712
TX51213,2024-09-17,Clothing,Hoodie,Web,26-35,M,1,44.0,0.2,44.0,U00206
TX51286,2024-09-17,Books,Self-Help,Web,46-55,M,1,17.6,0.2,17.6,U00443
TX51340,2024-09-17,Beauty,Perfume,Marketplace,36-45,F,1,110,0,110,U00395
TX51573,2024-09-17,Home,Bedsheet,Mobile App,56+,M,3,31.5,0.3,94.5,U00730
TX52023,2024-09-17,Home,Pillow,Marketplace,56+,M,1,28.0,0.2,28.0,U00331
TX52414,2024-09-17,Home,Rug,Marketplace,36-45,M,2,108.0,0.1,216.0,U00544
TX50721,2024-09-18,Clothing,Hoodie,Mobile App,18-25,Other,2,55,0,110,U00205
TX51161,2024-09-18,Home,Rug,Mobile App,46-55,Other,1,120,0,120,U00153
TX51179,2024-09-18,Electronics,Smart Watch,Marketplace,36-45,Other,1,199,0,199,U00042
TX52222,2024-09-18,Books,Self-Help,Web,46-55,F,3,17.6,0.2,52.8,U00706
TX52445,2024-09-18,Home,Bedsheet,Web,46-55,M,1,45,0,45,U00181
TX51061,2024-09-19,Clothing,Hoodie,Marketplace,26-35,M,1,44.0,0.2,44.0,U00454
TX51659,2024-09-19,Clothing,Hoodie,Web,46-55,M,1,55,0,55,U00518
TX52298,2024-09-19,Electronics,Charger,Social Media,26-35,Other,1,28.0,0.2,28.0,U00641
TX50245,2024-09-20,Beauty,Perfume,Web,26-35,F,1,110,0,110,U00640
TX50610,2024-09-20,Home,Bedsheet,Web,36-45,F,1,45,0,45,U00828
TX50887,2024-09-20,Beauty,Face Mask,Social Media,56+,Other,1,18,0,18,U00268
TX51236,2024-09-20,Books,Fiction Novel,Marketplace,36-45,Other,1,18,0,18,U00661
TX51411,2024-09-20,Electronics,Phone Case,Social Media,26-35,M,2,25,0,50,U00818
TX51608,2024-09-20,Clothing,Dress,Web,18-25,Other,2,75,0,150,U00045
TX52316,2024-09-20,Books,Self-Help,Mobile App,46-55,M,2,22,0,44,U00883
TX50213,2024-09-21,Beauty,Lipstick,Marketplace,26-35,F,1,17.6,0.2,17.6,U00042
TX50746,2024-09-21,Home,Bedsheet,Web,56+,F,1,45,0,45,U00114
TX51068,2024-09-21,Beauty,Skincare Set,Mobile App,18-25,F,1,80.1,0.1,80.1,U00239
TX51122,2024-09-21,Clothing,Jeans,Marketplace,26-35,F,1,65,0,65,U00044
TX51346,2024-09-21,Beauty,Lipstick,Marketplace,56+,F,1,22,0,22,U00835
TX51813,2024-09-21,Beauty,Skincare Set,Social Media,26-35,M,3,89,0,267,U00793
TX51827,2024-09-21,Clothing,T-Shirt,Marketplace,26-35,Other,1,28,0,28,U00555
TX52059,2024-09-21,Clothing,Sneakers,Social Media,26-35,F,2,95,0,190,U00492
TX50197,2024-09-22,Clothing,Sneakers,Web,26-35,Other,2,66.5,0.3,133.0,U00161
TX50796,2024-09-22,Clothing,T-Shirt,Web,36-45,Other,1,28,0,28,U00512
TX51091,2024-09-22,Clothing,Sneakers,Social Media,26-35,Other,2,85.5,0.1,171.0,U00722
TX51598,2024-09-22,Clothing,Dress,Marketplace,56+,F,1,75,0,75,U00295
TX51999,2024-09-22,Clothing,Sneakers,Mobile App,56+,F,1,95,0,95,U00138
TX52147,2024-09-22,Clothing,Jeans,Web,56+,F,1,65,0,65,U00108
TX52330,2024-09-22,Home,Lamp,Marketplace,26-35,F,1,55,0,55,U00678
TX50124,2024-09-23,Books,Fiction Novel,Mobile App,46-55,F,1,14.4,0.2,14.4,U00030
TX50561,2024-09-23,Home,Lamp,Social Media,36-45,F,1,49.5,0.1,49.5,U00403
TX50698,2024-09-23,Home,Rug,Web,56+,Other,3,96.0,0.2,288.0,U00896
TX50854,2024-09-23,Beauty,Perfume,Web,46-55,M,1,77.0,0.3,77.0,U00539
TX50964,2024-09-23,Clothing,Sneakers,Marketplace,56+,F,1,85.5,0.1,85.5,U00040
TX51062,2024-09-23,Clothing,T-Shirt,Web,46-55,M,1,25.2,0.1,25.2,U00795
TX51083,2024-09-23,Home,Curtain,Marketplace,56+,Other,1,65,0,65,U00695
TX51728,2024-09-23,Beauty,Perfume,Marketplace,26-35,M,1,99.0,0.1,99.0,U00078
TX51733,2024-09-23,Books,Self-Help,Web,56+,M,1,22,0,22,U00778
TX52265,2024-09-23,Home,Bedsheet,Web,46-55,Other,1,45,0,45,U00491
TX50619,2024-09-24,Clothing,Sneakers,Social Media,36-45,M,1,95,0,95,U00271
TX51192,2024-09-24,Beauty,Perfume,Web,46-55,Other,1,110,0,110,U00347
TX52332,2024-09-24,Electronics,Smart Watch,Web,46-55,M,1,179.1,0.1,179.1,U00581
TX50635,2024-09-25,Electronics,Charger,Mobile App,36-45,M,1,31.5,0.1,31.5,U00551
TX50958,2024-09-25,Clothing,Jeans,Web,26-35,M,2,58.5,0.1,117.0,U00558
TX51455,2024-09-25,Books,Self-Help,Web,26-35,F,2,17.6,0.2,35.2,U00757
TX51491,2024-09-25,Books,Self-Help,Social Media,18-25,Other,2,17.6,0.2,35.2,U00104
TX51515,2024-09-25,Electronics,Smart Watch,Marketplace,18-25,Other,1,139.3,0.3,139.3,U00319
TX52279,2024-09-25,Clothing,Dress,Web,26-35,M,2,75,0,150,U00648
TX50345,2024-09-26,Books,Tech Manual,Marketplace,18-25,Other,1,45,0,45,U00299
TX50559,2024-09-26,Home,Rug,Web,36-45,Other,3,120,0,360,U00550
TX51069,2024-09-26,Beauty,Lipstick,Marketplace,26-35,Other,1,19.8,0.1,19.8,U00213
TX51225,2024-09-26,Books,Biography,Mobile App,36-45,M,1,28,0,28,U00479
TX50050,2024-09-27,Clothing,Sneakers,Social Media,36-45,Other,2,95,0,190,U00466
TX50226,2024-09-27,Home,Bedsheet,Mobile App,36-45,Other,1,45,0,45,U00899
TX50608,2024-09-27,Books,Self-Help,Web,18-25,M,1,17.6,0.2,17.6,U00371
TX50633,2024-09-27,Clothing,Jeans,Mobile App,36-45,M,1,65,0,65,U00389
TX50939,2024-09-27,Home,Curtain,Web,56+,F,1,52.0,0.2,52.0,U00170
TX51417,2024-09-27,Home,Curtain,Marketplace,56+,F,2,65,0,130,U00073
TX51668,2024-09-27,Home,Lamp,Social Media,26-35,M,2,55,0,110,U00172
TX51894,2024-09-27,Beauty,Hair Dryer,Marketplace,26-35,Other,1,65,0,65,U00576
TX50016,2024-09-28,Home,Curtain,Social Media,18-25,F,2,58.5,0.1,117.0,U00419
TX50982,2024-09-28,Home,Rug,Mobile App,26-35,Other,2,120,0,240,U00786
TX50990,2024-09-28,Beauty,Hair Dryer,Web,46-55,F,1,45.5,0.3,45.5,U00012
TX51033,2024-09-28,Home,Bedsheet,Mobile App,26-35,M,2,40.5,0.1,81.0,U00286
TX51542,2024-09-28,Clothing,Sneakers,Social Media,18-25,F,1,85.5,0.1,85.5,U00595
TX51662,2024-09-28,Electronics,Smart Watch,Marketplace,18-25,M,1,179.1,0.1,179.1,U00703
TX51666,2024-09-28,Beauty,Face Mask,Social Media,18-25,Other,1,18,0,18,U00008
TX51885,2024-09-28,Clothing,Jeans,Web,36-45,M,2,65,0,130,U00589
TX52181,2024-09-28,Home,Pillow,Marketplace,56+,M,2,24.5,0.3,49.0,U00090
TX52361,2024-09-28,Home,Rug,Web,56+,F,2,120,0,240,U00114
TX50681,2024-09-29,Beauty,Perfume,Mobile App,56+,Other,1,99.0,0.1,99.0,U00017
TX50847,2024-09-29,Books,Biography,Web,18-25,M,1,28,0,28,U00243
TX50927,2024-09-29,Home,Bedsheet,Mobile App,56+,Other,1,40.5,0.1,40.5,U00219
TX51107,2024-09-29,Books,Biography,Web,26-35,M,1,28,0,28,U00889
TX51443,2024-09-29,Home,Lamp,Marketplace,26-35,F,1,49.5,0.1,49.5,U00739
TX51454,2024-09-29,Books,Cookbook,Marketplace,36-45,F,1,22.5,0.1,22.5,U00421
TX51585,2024-09-29,Books,Cookbook,Mobile App,36-45,F,3,25,0,75,U00750
TX51781,2024-09-29,Electronics,Headphones,Web,18-25,M,1,89,0,89,U00400
TX52022,2024-09-29,Home,Pillow,Social Media,46-55,M,3,35,0,105,U00455
TX52050,2024-09-29,Home,Pillow,Social Media,18-25,M,1,35,0,35,U00744
TX52065,2024-09-29,Beauty,Hair Dryer,Marketplace,56+,F,1,65,0,65,U00622
TX52167,2024-09-29,Electronics,Bluetooth Speaker,Marketplace,56+,M,1,71.1,0.1,71.1,U00466
TX52248,2024-09-29,Clothing,T-Shirt,Social Media,46-55,Other,1,28,0,28,U00506
TX50361,2024-09-30,Electronics,Phone Case,Mobile App,36-45,M,1,22.5,0.1,22.5,U00702
TX51428,2024-09-30,Beauty,Skincare Set,Social Media,46-55,Other,1,89,0,89,U00806
TX52173,2024-09-30,Electronics,Phone Case,Marketplace,18-25,F,1,25,0,25,U00050
TX50260,2024-10-01,Electronics,Bluetooth Speaker,Web,56+,Other,1,79,0,79,U00484
TX51453,2024-10-01,Beauty,Skincare Set,Marketplace,56+,F,1,71.2,0.2,71.2,U00786
TX51862,2024-10-01,Electronics,Phone Case,Mobile App,36-45,M,2,25,0,50,U00231
TX50196,2024-10-02,Books,Cookbook,Mobile App,46-55,F,2,25,0,50,U00406
TX50425,2024-10-02,Beauty,Hair Dryer,Social Media,56+,F,2,65,0,130,U00794
TX50493,2024-10-02,Electronics,Bluetooth Speaker,Web,56+,M,2,79,0,158,U00159
TX50757,2024-10-02,Electronics,Headphones,Social Media,36-45,M,1,62.3,0.3,62.3,U00417
TX51644,2024-10-02,Books,Fiction Novel,Mobile App,26-35,M,1,18,0,18,U00653
TX52212,2024-10-02,Electronics,Charger,Marketplace,18-25,Other,2,35,0,70,U00220
TX52318,2024-10-02,Home,Rug,Mobile App,18-25,Other,1,120,0,120,U00184
TX50290,2024-10-03,Beauty,Hair Dryer,Web,56+,F,1,52.0,0.2,52.0,U00144
TX50914,2024-10-03,Home,Pillow,Web,18-25,F,3,31.5,0.1,94.5,U00093
TX51173,2024-10-03,Home,Rug,Social Media,56+,M,3,120,0,360,U00030
TX51281,2024-10-03,Electronics,Charger,Marketplace,18-25,F,1,35,0,35,U00035
TX52100,2024-10-03,Home,Lamp,Social Media,46-55,Other,1,55,0,55,U00134
TX50125,2024-10-04,Electronics,Charger,Social Media,18-25,M,2,35,0,70,U00708
TX50419,2024-10-04,Home,Bedsheet,Social Media,36-45,Other,1,45,0,45,U00094
TX50470,2024-10-04,Home,Rug,Social Media,18-25,F,3,108.0,0.1,324.0,U00615
TX50827,2024-10-04,Clothing,Jeans,Web,36-45,Other,1,45.5,0.3,45.5,U00858
TX51053,2024-10-04,Beauty,Face Mask,Social Media,46-55,Other,2,18,0,36,U00231
TX51479,2024-10-04,Home,Pillow,Marketplace,46-55,F,1,31.5,0.1,31.5,U00127
TX51568,2024-10-04,Clothing,T-Shirt,Web,56+,Other,1,28,0,28,U00195
TX51985,2024-10-04,Home,Bedsheet,Marketplace,26-35,Other,1,45,0,45,U00655
TX52251,2024-10-04,Beauty,Skincare Set,Marketplace,18-25,F,2,71.2,0.2,142.4,U00500
TX50169,2024-10-05,Home,Bedsheet,Marketplace,26-35,M,2,36.0,0.2,72.0,U00799
TX50254,2024-10-05,Home,Pillow,Mobile App,36-45,F,3,35,0,105,U00398
TX50754,2024-10-05,Books,Fiction Novel,Marketplace,18-25,F,2,18,0,36,U00836
TX51227,2024-10-05,Clothing,Jeans,Social Media,36-45,F,2,65,0,130,U00344
TX51575,2024-10-05,Clothing,Dress,Social Media,36-45,F,2,75,0,150,U00476
TX51596,2024-10-05,Books,Cookbook,Mobile App,56+,M,2,25,0,50,U00184
TX51640,2024-10-05,Books,Fiction Novel,Mobile App,36-45,M,1,18,0,18,U00431
TX51642,2024-10-05,Books,Tech Manual,Mobile App,26-35,F,2,45,0,90,U00079
TX50574,2024-10-06,Home,Pillow,Mobile App,36-45,Other,2,35,0,70,U00815
TX50719,2024-10-06,Electronics,Bluetooth Speaker,Social Media,26-35,Other,1,71.1,0.1,71.1,U00151
TX50852,2024-10-06,Home,Rug,Marketplace,56+,Other,1,120,0,120,U00056
TX52188,2024-10-06,Electronics,Charger,Web,18-25,F,3,35,0,105,U00265
TX52338,2024-10-06,Home,Rug,Social Media,18-25,F,2,96.0,0.2,192.0,U00850
TX52440,2024-10-06,Electronics,Headphones,Marketplace,46-55,F,1,71.2,0.2,71.2,U00671
TX50778,2024-10-07,Clothing,Hoodie,Social Media,46-55,Other,1,38.5,0.3,38.5,U00598
TX51070,2024-10-07,Electronics,Smart Watch,Mobile App,26-35,F,2,199,0,398,U00780
TX51164,2024-10-07,Home,Lamp,Mobile App,56+,M,1,49.5,0.1,49.5,U00163
TX51203,2024-10-07,Beauty,Face Mask,Web,36-45,M,1,14.4,0.2,14.4,U00230
TX51232,2024-10-07,Clothing,Sneakers,Marketplace,46-55,Other,1,85.5,0.1,85.5,U00605
TX51405,2024-10-07,Electronics,Smart Watch,Marketplace,46-55,F,1,179.1,0.1,179.1,U00403
TX51604,2024-10-07,Clothing,Hoodie,Mobile App,56+,M,1,55,0,55,U00603
TX51814,2024-10-07,Books,Cookbook,Social Media,46-55,F,3,25,0,75,U00472
TX52070,2024-10-07,Beauty,Hair Dryer,Mobile App,18-25,F,1,65,0,65,U00228
TX52179,2024-10-07,Electronics,Phone Case,Marketplace,18-25,Other,2,22.5,0.1,45.0,U00076
TX52242,2024-10-07,Books,Self-Help,Marketplace,36-45,M,1,22,0,22,U00032
TX52488,2024-10-07,Books,Self-Help,Social Media,36-45,M,2,19.8,0.1,39.6,U00695
TX50782,2024-10-08,Books,Tech Manual,Mobile App,18-25,F,1,36.0,0.2,36.0,U00689
TX51305,2024-10-08,Clothing,T-Shirt,Social Media,46-55,M,1,28,0,28,U00467
TX51390,2024-10-08,Electronics,Bluetooth Speaker,Marketplace,18-25,F,2,63.2,0.2,126.4,U00224
TX51407,2024-10-08,Clothing,Jeans,Web,46-55,M,1,65,0,65,U00395
TX51488,2024-10-08,Home,Lamp,Mobile App,18-25,M,1,55,0,55,U00438
TX52001,2024-10-08,Home,Curtain,Web,56+,Other,1,65,0,65,U00899
TX52126,2024-10-08,Beauty,Lipstick,Marketplace,36-45,F,2,22,0,44,U00379
TX52289,2024-10-08,Clothing,Sneakers,Mobile App,18-25,M,1,85.5,0.1,85.5,U00446
TX52352,2024-10-08,Books,Biography,Web,46-55,Other,1,28,0,28,U00577
TX50358,2024-10-09,Home,Lamp,Mobile App,18-25,F,1,44.0,0.2,44.0,U00795
TX51692,2024-10-09,Home,Pillow,Social Media,26-35,Other,3,35,0,105,U00570
TX51755,2024-10-09,Clothing,Hoodie,Social Media,26-35,F,1,44.0,0.2,44.0,U00179
TX51983,2024-10-09,Electronics,Smart Watch,Marketplace,36-45,M,1,159.2,0.2,159.2,U00258
TX52416,2024-10-09,Beauty,Perfume,Social Media,26-35,M,1,88.0,0.2,88.0,U00062
TX51996,2024-10-10,Beauty,Hair Dryer,Web,18-25,F,1,65,0,65,U00678
TX50513,2024-10-11,Clothing,T-Shirt,Marketplace,46-55,F,1,28,0,28,U00226
TX51009,2024-10-11,Clothing,Hoodie,Marketplace,46-55,M,1,55,0,55,U00819
TX51386,2024-10-11,Beauty,Lipstick,Web,26-35,Other,2,22,0,44,U00539
TX51762,2024-10-11,Electronics,Phone Case,Social Media,46-55,Other,1,20.0,0.2,20.0,U00375
TX51850,2024-10-11,Beauty,Perfume,Social Media,36-45,Other,2,110,0,220,U00439
TX50408,2024-10-12,Home,Lamp,Marketplace,36-45,F,1,55,0,55,U00097
TX51343,2024-10-12,Beauty,Skincare Set,Marketplace,46-55,F,2,89,0,178,U00669
TX51909,2024-10-12,Books,Fiction Novel,Social Media,36-45,F,1,18,0,18,U00625
TX52057,2024-10-12,Home,Curtain,Social Media,56+,Other,1,65,0,65,U00562
TX52151,2024-10-12,Electronics,Phone Case,Social Media,46-55,F,1,25,0,25,U00513
TX52431,2024-10-12,Electronics,Smart Watch,Mobile App,56+,M,1,199,0,199,U00688
TX50174,2024-10-13,Home,Curtain,Marketplace,26-35,Other,1,58.5,0.1,58.5,U00038
TX50993,2024-10-13,Books,Self-Help,Web,36-45,Other,1,15.4,0.3,15.4,U00487
TX51272,2024-10-13,Books,Fiction Novel,Mobile App,26-35,M,1,18,0,18,U00152
TX50387,2024-10-14,Electronics,Charger,Web,18-25,Other,2,31.5,0.1,63.0,U00463
TX50886,2024-10-14,Beauty,Skincare Set,Marketplace,26-35,M,1,89,0,89,U00473
TX51189,2024-10-14,Clothing,Sneakers,Web,18-25,Other,1,85.5,0.1,85.5,U00674
TX51215,2024-10-14,Home,Rug,Social Media,56+,M,1,108.0,0.1,108.0,U00839
TX51472,2024-10-14,Home,Curtain,Web,26-35,M,2,65,0,130,U00377
TX51619,2024-10-14,Home,Lamp,Marketplace,26-35,M,1,55,0,55,U00657
TX52000,2024-10-14,Clothing,Sneakers,Social Media,26-35,M,2,95,0,190,U00468
TX52191,2024-10-14,Electronics,Bluetooth Speaker,Social Media,46-55,Other,2,79,0,158,U00329
TX50592,2024-10-15,Electronics,Headphones,Mobile App,46-55,F,1,89,0,89,U00201
TX51019,2024-10-15,Electronics,Smart Watch,Marketplace,36-45,M,1,179.1,0.1,179.1,U00347
TX51376,2024-10-15,Electronics,Headphones,Marketplace,26-35,M,2,89,0,178,U00799
TX51933,2024-10-15,Home,Rug,Mobile App,36-45,F,2,120,0,240,U00817
TX51957,2024-10-15,Home,Bedsheet,Social Media,26-35,M,1,45,0,45,U00575
TX51976,2024-10-15,Books,Tech Manual,Marketplace,56+,Other,2,40.5,0.1,81.0,U00742
TX52216,2024-10-15,Beauty,Skincare Set,Social Media,26-35,Other,1,89,0,89,U00900
TX50227,2024-10-16,Clothing,T-Shirt,Social Media,36-45,F,1,28,0,28,U00191
TX50433,2024-10-16,Clothing,Sneakers,Marketplace,26-35,Other,2,95,0,190,U00649
