order_id,order_date,store_location,drink_name,drink_type,quantity,unit_price,revenue,payment_method,customer_type,customer_id
ORD12350,2024-04-03,Boston,Mocha,hot,1,8.4,8.4,Apple Pay,Member,C0263
ORD12531,2024-04-03,Chicago,Hot Chocolate,hot,2,4.5,9.0,Apple Pay,Member,C0239
ORD12677,2024-04-03,Austin,Iced Coffee,cold,1,6.3,6.3,Google Pay,Member,C0081
ORD12914,2024-04-03,Austin,Espresso,hot,1,4.9,4.9,Google Pay,Member,C0624
ORD10512,2024-04-04,Brooklyn,Matcha Latte,hot,1,7.2,7.2,Google Pay,Regular,C0358
ORD10596,2024-04-04,Manhattan,Americano,hot,2,4.8,9.6,Credit Card,Regular,C0171
ORD10754,2024-04-04,Portland,Frappuccino,cold,2,6.5,13.0,Google Pay,Member,C0788
ORD11787,2024-04-04,Brooklyn,Latte,hot,1,5.5,5.5,Apple Pay,Regular,C0023
ORD12469,2024-04-04,Boston,Hot Chocolate,hot,1,5.4,5.4,Google Pay,Member,C0713
ORD10199,2024-04-05,Brooklyn,Matcha Latte,hot,4,6.0,24.0,Credit Card,Member,C0482
ORD10214,2024-04-05,Chicago,Matcha Latte,hot,1,7.2,7.2,Google Pay,Regular,C0627
ORD10309,2024-04-05,Boston,Matcha Latte,hot,1,7.2,7.2,Credit Card,Regular,C0363
ORD10424,2024-04-05,Manhattan,Mocha,hot,1,6.0,6.0,Apple Pay,First-time,C0064
ORD10546,2024-04-05,Austin,Chai Latte,hot,2,5.5,11.0,Cash,Member,C0339
ORD10623,2024-04-05,Austin,Iced Coffee,cold,2,4.5,9.0,Cash,Regular,C0544
ORD11720,2024-04-05,Seattle,Smoothie,cold,1,8.4,8.4,Google Pay,Regular,C0585
ORD11775,2024-04-05,Portland,Smoothie,cold,2,9.8,19.6,Credit Card,Member,C0190
ORD12142,2024-04-05,Seattle,Hot Chocolate,hot,4,5.4,21.6,Apple Pay,Member,C0228
ORD12383,2024-04-05,Queens,Chai Latte,hot,2,6.6,13.2,Apple Pay,Regular,C0405
ORD12906,2024-04-05,Chicago,Latte,hot,1,5.5,5.5,Cash,Regular,C0536
ORD12973,2024-04-05,Boston,Frappuccino,cold,2,6.5,13.0,Apple Pay,Regular,C0007
ORD10464,2024-04-06,Chicago,Latte,hot,1,6.6,6.6,Cash,Regular,C0752
ORD10669,2024-04-06,Queens,Americano,hot,1,5.6,5.6,Apple Pay,First-time,C0581
ORD11274,2024-04-06,Queens,Chai Latte,hot,1,5.5,5.5,Cash,First-time,C0591
ORD11331,2024-04-06,Queens,Chai Latte,hot,1,6.6,6.6,Google Pay,Regular,C0698
ORD11486,2024-04-06,Brooklyn,Matcha Latte,hot,1,6.0,6.0,Google Pay,First-time,C0161
ORD11846,2024-04-06,Manhattan,Matcha Latte,hot,2,7.2,14.4,Credit Card,First-time,C0314
ORD11869,2024-04-06,Boston,Frappuccino,cold,1,6.5,6.5,Google Pay,First-time,C0649
ORD11886,2024-04-06,Portland,Frappuccino,cold,1,9.1,9.1,Apple Pay,First-time,C0582
ORD11979,2024-04-06,Austin,Latte,hot,4,7.7,30.8,Apple Pay,Member,C0768
ORD12472,2024-04-06,Austin,Americano,hot,1,4.0,4.0,Cash,Regular,C0601
ORD10027,2024-04-07,Boston,Americano,hot,1,4.0,4.0,Cash,Regular,C0454
ORD10140,2024-04-07,Boston,Cappuccino,hot,2,6.0,12.0,Credit Card,Regular,C0342
ORD10285,2024-04-07,Brooklyn,Smoothie,cold,4,8.4,33.6,Cash,First-time,C0619
ORD10765,2024-04-07,Chicago,Cappuccino,hot,2,5.0,10.0,Credit Card,First-time,C0449
ORD10766,2024-04-07,Manhattan,Espresso,hot,1,4.9,4.9,Cash,Member,C0399
ORD11621,2024-04-07,Brooklyn,Hot Chocolate,hot,1,4.5,4.5,Google Pay,First-time,C0156
ORD11880,2024-04-07,Portland,Espresso,hot,2,4.2,8.4,Google Pay,Member,C0271
ORD11977,2024-04-07,Boston,Chai Latte,hot,2,5.5,11.0,Cash,First-time,C0800
ORD12114,2024-04-07,Boston,Cappuccino,hot,3,6.0,18.0,Apple Pay,Member,C0607
ORD12169,2024-04-07,Brooklyn,Americano,hot,1,4.0,4.0,Credit Card,First-time,C0313
ORD12923,2024-04-07,Queens,Mocha,hot,3,6.0,18.0,Google Pay,Member,C0564
ORD12975,2024-04-07,Queens,Smoothie,cold,2,8.4,16.8,Cash,First-time,C0137
ORD10846,2024-04-08,Queens,Matcha Latte,hot,1,7.2,7.2,Cash,First-time,C0725
ORD11550,2024-04-08,Portland,Mocha,hot,2,7.2,14.4,Cash,First-time,C0051
ORD11569,2024-04-08,Queens,Frappuccino,cold,1,9.1,9.1,Cash,Member,C0730
ORD12023,2024-04-08,Queens,Espresso,hot,2,4.2,8.4,Cash,Regular,C0203
ORD12099,2024-04-08,Portland,Cold Brew,cold,1,5.0,5.0,Apple Pay,First-time,C0279
ORD12261,2024-04-08,Portland,Mocha,hot,1,7.2,7.2,Google Pay,Regular,C0482
ORD12777,2024-04-08,Austin,Cold Brew,cold,1,6.0,6.0,Google Pay,Member,C0728
ORD10531,2024-04-09,Boston,Frappuccino,cold,1,7.8,7.8,Cash,First-time,C0581
ORD10694,2024-04-09,Brooklyn,Latte,hot,1,6.6,6.6,Cash,First-time,C0425
ORD12051,2024-04-09,Seattle,Matcha Latte,hot,2,6.0,12.0,Cash,Regular,C0690
ORD12143,2024-04-09,Brooklyn,Iced Coffee,cold,1,4.5,4.5,Apple Pay,Regular,C0546
ORD12439,2024-04-09,Chicago,Latte,hot,2,5.5,11.0,Credit Card,Regular,C0782
ORD12499,2024-04-09,Boston,Mocha,hot,1,7.2,7.2,Credit Card,Regular,C0309
ORD10223,2024-04-10,Portland,Americano,hot,2,4.8,9.6,Credit Card,First-time,C0657
ORD10331,2024-04-10,Brooklyn,Mocha,hot,2,7.2,14.4,Apple Pay,First-time,C0398
ORD11028,2024-04-10,Seattle,Cappuccino,hot,1,6.0,6.0,Google Pay,First-time,C0710
ORD11451,2024-04-10,Boston,Americano,hot,1,4.0,4.0,Google Pay,Member,C0135
ORD11644,2024-04-10,Seattle,Matcha Latte,hot,1,8.4,8.4,Cash,First-time,C0085
ORD11761,2024-04-10,Austin,Mocha,hot,2,8.4,16.8,Credit Card,Member,C0618
ORD11908,2024-04-10,Brooklyn,Cappuccino,hot,2,5.0,10.0,Cash,First-time,C0128
ORD12134,2024-04-10,Queens,Latte,hot,3,6.6,19.8,Google Pay,Regular,C0629
ORD12193,2024-04-10,Manhattan,Chai Latte,hot,1,6.6,6.6,Cash,First-time,C0608
ORD12219,2024-04-10,Manhattan,Cold Brew,cold,1,5.0,5.0,Google Pay,First-time,C0235
ORD12608,2024-04-10,Portland,Matcha Latte,hot,1,6.0,6.0,Credit Card,Member,C0186
ORD10076,2024-04-11,Seattle,Cappuccino,hot,2,5.0,10.0,Credit Card,First-time,C0043
ORD11093,2024-04-11,Chicago,Americano,hot,2,4.0,8.0,Google Pay,First-time,C0207
ORD11183,2024-04-11,Portland,Cappuccino,hot,1,6.0,6.0,Cash,Member,C0770
ORD11452,2024-04-11,Brooklyn,Matcha Latte,hot,3,7.2,21.6,Credit Card,Member,C0069
ORD11648,2024-04-11,Manhattan,Americano,hot,2,5.6,11.2,Cash,Regular,C0407
ORD10073,2024-04-12,Manhattan,Chai Latte,hot,1,5.5,5.5,Credit Card,First-time,C0224
ORD10439,2024-04-12,Manhattan,Espresso,hot,1,3.5,3.5,Apple Pay,First-time,C0204
ORD10578,2024-04-12,Seattle,Mocha,hot,1,6.0,6.0,Cash,First-time,C0365
ORD10898,2024-04-12,Portland,Iced Coffee,cold,1,4.5,4.5,Cash,First-time,C0731
ORD11191,2024-04-12,Manhattan,Cold Brew,cold,1,5.0,5.0,Cash,Regular,C0345
ORD11354,2024-04-12,Queens,Cold Brew,cold,1,5.0,5.0,Credit Card,Member,C0581
ORD11527,2024-04-12,Queens,Mocha,hot,1,6.0,6.0,Cash,Member,C0093
ORD11570,2024-04-12,Queens,Mocha,hot,1,6.0,6.0,Google Pay,Member,C0251
ORD11625,2024-04-12,Austin,Smoothie,cold,3,7.0,21.0,Cash,Regular,C0316
ORD11714,2024-04-12,Austin,Americano,hot,1,4.0,4.0,Google Pay,Member,C0446
ORD12221,2024-04-12,Chicago,Americano,hot,1,4.0,4.0,Credit Card,First-time,C0446
ORD12882,2024-04-12,Manhattan,Cappuccino,hot,1,7.0,7.0,Cash,Member,C0646
ORD10673,2024-04-13,Seattle,Cappuccino,hot,1,7.0,7.0,Google Pay,First-time,C0502
ORD11043,2024-04-13,Seattle,Cold Brew,cold,1,6.0,6.0,Google Pay,First-time,C0161
ORD12407,2024-04-13,Chicago,Frappuccino,cold,1,6.5,6.5,Google Pay,First-time,C0378
ORD12734,2024-04-13,Manhattan,Smoothie,cold,1,8.4,8.4,Credit Card,Regular,C0092
ORD12743,2024-04-13,Chicago,Mocha,hot,1,7.2,7.2,Cash,Member,C0347
ORD10244,2024-04-14,Boston,Smoothie,cold,2,8.4,16.8,Cash,First-time,C0333
ORD11970,2024-04-14,Queens,Iced Coffee,cold,1,6.3,6.3,Apple Pay,First-time,C0709
ORD12004,2024-04-14,Brooklyn,Mocha,hot,1,6.0,6.0,Google Pay,Regular,C0485
ORD12025,2024-04-14,Portland,Hot Chocolate,hot,1,5.4,5.4,Cash,Member,C0388
ORD12060,2024-04-14,Seattle,Espresso,hot,4,4.9,19.6,Cash,First-time,C0264
ORD12180,2024-04-14,Portland,Mocha,hot,1,7.2,7.2,Google Pay,First-time,C0762
ORD12223,2024-04-14,Manhattan,Iced Coffee,cold,1,5.4,5.4,Cash,First-time,C0413
ORD12539,2024-04-14,Brooklyn,Espresso,hot,2,4.2,8.4,Credit Card,Regular,C0280
ORD10267,2024-04-15,Boston,Cappuccino,hot,3,6.0,18.0,Credit Card,Member,C0136
ORD10777,2024-04-15,Portland,Matcha Latte,hot,1,6.0,6.0,Cash,First-time,C0709
ORD11824,2024-04-15,Chicago,Smoothie,cold,1,9.8,9.8,Cash,Member,C0492
ORD11916,2024-04-15,Austin,Mocha,hot,1,8.4,8.4,Google Pay,Member,C0307
ORD12652,2024-04-15,Boston,Frappuccino,cold,2,6.5,13.0,Cash,First-time,C0240
ORD12780,2024-04-15,Manhattan,Smoothie,cold,1,9.8,9.8,Cash,Member,C0106
ORD12801,2024-04-15,Manhattan,Americano,hot,1,4.0,4.0,Cash,Member,C0668
ORD12867,2024-04-15,Chicago,Espresso,hot,1,4.9,4.9,Google Pay,Member,C0025
ORD10925,2024-04-16,Chicago,Cold Brew,cold,1,6.0,6.0,Cash,Regular,C0306
ORD10950,2024-04-16,Brooklyn,Hot Chocolate,hot,1,4.5,4.5,Cash,First-time,C0504
ORD12628,2024-04-16,Austin,Cappuccino,hot,2,6.0,12.0,Credit Card,First-time,C0476
ORD12822,2024-04-16,Seattle,Americano,hot,1,5.6,5.6,Google Pay,Member,C0098
ORD12845,2024-04-16,Portland,Chai Latte,hot,1,6.6,6.6,Credit Card,Member,C0439
ORD12994,2024-04-16,Seattle,Chai Latte,hot,2,6.6,13.2,Google Pay,First-time,C0589
ORD11107,2024-04-17,Chicago,Smoothie,cold,1,9.8,9.8,Google Pay,Regular,C0100
ORD11478,2024-04-17,Boston,Matcha Latte,hot,1,8.4,8.4,Cash,Member,C0473
ORD11631,2024-04-17,Boston,Smoothie,cold,2,8.4,16.8,Apple Pay,Member,C0196
ORD11632,2024-04-17,Austin,Frappuccino,cold,1,6.5,6.5,Google Pay,Regular,C0008
ORD12168,2024-04-17,Seattle,Americano,hot,2,5.6,11.2,Credit Card,First-time,C0137
ORD12188,2024-04-17,Austin,Hot Chocolate,hot,1,4.5,4.5,Google Pay,Regular,C0769
ORD12452,2024-04-17,Queens,Americano,hot,4,5.6,22.4,Credit Card,First-time,C0109
ORD12613,2024-04-17,Chicago,Americano,hot,1,4.8,4.8,Google Pay,First-time,C0441
ORD12976,2024-04-17,Chicago,Mocha,hot,1,6.0,6.0,Cash,Member,C0246
ORD10437,2024-04-18,Chicago,Smoothie,cold,1,8.4,8.4,Apple Pay,Regular,C0528
ORD10655,2024-04-18,Portland,Matcha Latte,hot,1,7.2,7.2,Cash,First-time,C0716
ORD11110,2024-04-18,Seattle,Latte,hot,2,7.7,15.4,Cash,Member,C0419
ORD11423,2024-04-18,Austin,Matcha Latte,hot,2,7.2,14.4,Apple Pay,Regular,C0388
ORD12083,2024-04-18,Austin,Chai Latte,hot,2,5.5,11.0,Apple Pay,Member,C0708
ORD12377,2024-04-18,Austin,Mocha,hot,1,6.0,6.0,Apple Pay,Regular,C0471
ORD12646,2024-04-18,Manhattan,Chai Latte,hot,1,6.6,6.6,Google Pay,Member,C0412
ORD12752,2024-04-18,Brooklyn,Chai Latte,hot,1,5.5,5.5,Cash,Member,C0555
ORD12981,2024-04-18,Boston,Hot Chocolate,hot,1,5.4,5.4,Cash,First-time,C0010
ORD10518,2024-04-19,Chicago,Cappuccino,hot,1,7.0,7.0,Google Pay,First-time,C0074
ORD10848,2024-04-19,Seattle,Cold Brew,cold,1,7.0,7.0,Credit Card,Member,C0113
ORD11265,2024-04-19,Manhattan,Chai Latte,hot,2,5.5,11.0,Apple Pay,Member,C0485
ORD11266,2024-04-19,Seattle,Latte,hot,4,6.6,26.4,Apple Pay,Member,C0651
ORD11268,2024-04-19,Portland,Americano,hot,2,4.0,8.0,Google Pay,Member,C0772
ORD11747,2024-04-19,Queens,Frappuccino,cold,1,7.8,7.8,Apple Pay,First-time,C0423
ORD11940,2024-04-19,Chicago,Espresso,hot,1,4.2,4.2,Cash,Member,C0164
ORD12644,2024-04-19,Portland,Americano,hot,1,4.0,4.0,Cash,First-time,C0105
ORD12653,2024-04-19,Portland,Frappuccino,cold,1,9.1,9.1,Credit Card,Regular,C0735
ORD11155,2024-04-20,Austin,Mocha,hot,1,7.2,7.2,Credit Card,First-time,C0262
ORD11687,2024-04-20,Manhattan,Mocha,hot,1,6.0,6.0,Google Pay,Member,C0425
ORD12669,2024-04-20,Boston,Cappuccino,hot,1,6.0,6.0,Google Pay,Regular,C0165
ORD12827,2024-04-20,Austin,Smoothie,cold,1,8.4,8.4,Google Pay,Regular,C0569
ORD10617,2024-04-21,Seattle,Hot Chocolate,hot,1,4.5,4.5,Apple Pay,First-time,C0123
ORD11349,2024-04-21,Brooklyn,Latte,hot,1,5.5,5.5,Apple Pay,First-time,C0001
ORD11511,2024-04-21,Austin,Frappuccino,cold,1,7.8,7.8,Cash,Member,C0698
ORD12079,2024-04-21,Austin,Iced Coffee,cold,1,5.4,5.4,Cash,Member,C0586
ORD12496,2024-04-21,Portland,Smoothie,cold,1,7.0,7.0,Apple Pay,First-time,C0336
ORD12547,2024-04-21,Queens,Cappuccino,hot,2,6.0,12.0,Google Pay,Regular,C0184
ORD12624,2024-04-21,Manhattan,Espresso,hot,1,3.5,3.5,Google Pay,First-time,C0117
ORD10551,2024-04-22,Chicago,Chai Latte,hot,1,6.6,6.6,Cash,First-time,C0676
ORD11343,2024-04-22,Queens,Iced Coffee,cold,1,4.5,4.5,Google Pay,Member,C0212
ORD11814,2024-04-22,Seattle,Americano,hot,4,4.0,16.0,Apple Pay,Member,C0397
ORD11928,2024-04-22,Manhattan,Mocha,hot,1,6.0,6.0,Google Pay,First-time,C0199
ORD12093,2024-04-22,Austin,Hot Chocolate,hot,1,6.3,6.3,Cash,First-time,C0575
ORD12459,2024-04-22,Chicago,Americano,hot,1,4.0,4.0,Apple Pay,First-time,C0409
ORD12848,2024-04-22,Portland,Mocha,hot,2,6.0,12.0,Google Pay,Regular,C0225
ORD12855,2024-04-22,Brooklyn,Mocha,hot,2,6.0,12.0,Google Pay,First-time,C0651
ORD10169,2024-04-23,Queens,Cappuccino,hot,1,5.0,5.0,Cash,Member,C0360
ORD10192,2024-04-23,Boston,Iced Coffee,cold,3,5.4,16.2,Google Pay,First-time,C0383
ORD10323,2024-04-23,Seattle,Frappuccino,cold,1,7.8,7.8,Cash,Member,C0026
ORD10513,2024-04-23,Seattle,Hot Chocolate,hot,1,4.5,4.5,Cash,First-time,C0544
ORD10565,2024-04-23,Brooklyn,Chai Latte,hot,1,5.5,5.5,Google Pay,First-time,C0672
ORD11090,2024-04-23,Chicago,Matcha Latte,hot,1,7.2,7.2,Credit Card,Regular,C0504
ORD11291,2024-04-23,Seattle,Matcha Latte,hot,2,7.2,14.4,Google Pay,Member,C0676
ORD11655,2024-04-23,Manhattan,Espresso,hot,2,3.5,7.0,Cash,First-time,C0544
ORD12017,2024-04-23,Seattle,Espresso,hot,1,3.5,3.5,Credit Card,First-time,C0419
ORD12484,2024-04-23,Portland,Cappuccino,hot,2,5.0,10.0,Credit Card,Member,C0584
ORD10155,2024-04-24,Brooklyn,Iced Coffee,cold,2,4.5,9.0,Apple Pay,First-time,C0232
ORD10273,2024-04-24,Manhattan,Latte,hot,4,6.6,26.4,Google Pay,First-time,C0389
ORD11800,2024-04-24,Manhattan,Iced Coffee,cold,1,5.4,5.4,Cash,Member,C0328
ORD10247,2024-04-25,Portland,Smoothie,cold,1,8.4,8.4,Apple Pay,Member,C0358
ORD10443,2024-04-25,Seattle,Mocha,hot,2,7.2,14.4,Credit Card,Member,C0136
ORD10663,2024-04-25,Austin,Cold Brew,cold,2,5.0,10.0,Google Pay,First-time,C0695
ORD10672,2024-04-25,Chicago,Latte,hot,3,7.7,23.1,Cash,First-time,C0688
ORD10803,2024-04-25,Austin,Mocha,hot,1,7.2,7.2,Credit Card,Regular,C0382
ORD11015,2024-04-25,Chicago,Cappuccino,hot,3,5.0,15.0,Apple Pay,Member,C0065
ORD11554,2024-04-25,Austin,Espresso,hot,1,3.5,3.5,Google Pay,First-time,C0431
ORD12307,2024-04-25,Boston,Americano,hot,1,4.0,4.0,Credit Card,Regular,C0116
ORD12925,2024-04-25,Brooklyn,Latte,hot,2,6.6,13.2,Apple Pay,Regular,C0797
ORD11011,2024-04-26,Portland,Espresso,hot,2,3.5,7.0,Apple Pay,First-time,C0574
ORD11051,2024-04-26,Seattle,Frappuccino,cold,1,7.8,7.8,Google Pay,First-time,C0473
ORD12504,2024-04-26,Austin,Latte,hot,1,7.7,7.7,Apple Pay,Member,C0401
ORD12744,2024-04-26,Boston,Cold Brew,cold,1,5.0,5.0,Credit Card,Regular,C0294
ORD12853,2024-04-26,Austin,Hot Chocolate,hot,3,5.4,16.2,Apple Pay,Regular,C0094
ORD10274,2024-04-27,Boston,Iced Coffee,cold,1,4.5,4.5,Credit Card,Regular,C0677
ORD10575,2024-04-27,Austin,Cold Brew,cold,4,6.0,24.0,Credit Card,First-time,C0270
ORD11604,2024-04-27,Portland,Frappuccino,cold,3,9.1,27.3,Apple Pay,Regular,C0314
ORD11823,2024-04-27,Portland,Espresso,hot,1,3.5,3.5,Cash,Regular,C0342
ORD11903,2024-04-27,Austin,Mocha,hot,1,6.0,6.0,Cash,Regular,C0391
ORD11906,2024-04-27,Portland,Americano,hot,1,4.0,4.0,Credit Card,First-time,C0054
ORD12056,2024-04-27,Austin,Iced Coffee,cold,1,4.5,4.5,Cash,First-time,C0024
ORD12458,2024-04-27,Portland,Cappuccino,hot,2,5.0,10.0,Credit Card,First-time,C0074
ORD12460,2024-04-27,Boston,Hot Chocolate,hot,1,4.5,4.5,Apple Pay,Member,C0047
ORD12814,2024-04-27,Manhattan,Chai Latte,hot,1,6.6,6.6,Apple Pay,Member,C0141
ORD10096,2024-04-28,Portland,Smoothie,cold,3,7.0,21.0,Cash,Member,C0641
ORD10948,2024-04-28,Seattle,Chai Latte,hot,3,5.5,16.5,Google Pay,Regular,C0301
ORD11377,2024-04-28,Seattle,Cappuccino,hot,3,5.0,15.0,Google Pay,Member,C0066
ORD11896,2024-04-28,Brooklyn,Cold Brew,cold,2,6.0,12.0,Google Pay,First-time,C0769
ORD11963,2024-04-28,Austin,Chai Latte,hot,1,5.5,5.5,Credit Card,Regular,C0685
ORD11987,2024-04-28,Portland,Mocha,hot,2,7.2,14.4,Credit Card,First-time,C0563
ORD12500,2024-04-28,Boston,Smoothie,cold,1,8.4,8.4,Google Pay,First-time,C0029
ORD12605,2024-04-28,Manhattan,Espresso,hot,1,4.2,4.2,Google Pay,Regular,C0071
ORD10134,2024-04-29,Manhattan,Chai Latte,hot,3,6.6,19.8,Cash,First-time,C0065
ORD10188,2024-04-29,Seattle,Mocha,hot,4,7.2,28.8,Cash,Member,C0695
ORD11059,2024-04-29,Brooklyn,Frappuccino,cold,1,7.8,7.8,Cash,Member,C0421
ORD11628,2024-04-29,Seattle,Iced Coffee,cold,1,6.3,6.3,Google Pay,Regular,C0385
ORD12873,2024-04-29,Brooklyn,Frappuccino,cold,2,9.1,18.2,Google Pay,Member,C0626
ORD10193,2024-04-30,Brooklyn,Iced Coffee,cold,1,4.5,4.5,Credit Card,First-time,C0666
ORD10887,2024-04-30,Chicago,Espresso,hot,1,3.5,3.5,Apple Pay,Member,C0419
ORD11232,2024-04-30,Manhattan,Espresso,hot,4,3.5,14.0,Google Pay,Regular,C0113
ORD12007,2024-04-30,Boston,Cold Brew,cold,1,7.0,7.0,Cash,Regular,C0275
ORD12723,2024-04-30,Portland,Espresso,hot,1,3.5,3.5,Google Pay,First-time,C0772
ORD12962,2024-04-30,Chicago,Cappuccino,hot,2,7.0,14.0,Apple Pay,First-time,C0434
ORD10024,2024-05-01,Boston,Espresso,hot,1,4.2,4.2,Google Pay,Regular,C0485
ORD10125,2024-05-01,Austin,Chai Latte,hot,1,6.6,6.6,Credit Card,First-time,C0406
ORD10886,2024-05-01,Brooklyn,Iced Coffee,cold,1,5.4,5.4,Google Pay,First-time,C0762
ORD11154,2024-05-01,Seattle,Americano,hot,1,5.6,5.6,Cash,First-time,C0566
ORD11892,2024-05-01,Manhattan,Matcha Latte,hot,1,7.2,7.2,Cash,Member,C0209
ORD11994,2024-05-01,Chicago,Espresso,hot,2,3.5,7.0,Apple Pay,Member,C0140
ORD12875,2024-05-01,Portland,Hot Chocolate,hot,4,5.4,21.6,Credit Card,Regular,C0290
ORD10992,2024-05-02,Seattle,Frappuccino,cold,1,7.8,7.8,Credit Card,Member,C0063
ORD11036,2024-05-02,Austin,Hot Chocolate,hot,1,5.4,5.4,Google Pay,First-time,C0067
ORD11333,2024-05-02,Brooklyn,Mocha,hot,1,7.2,7.2,Google Pay,Member,C0403
ORD10019,2024-05-03,Brooklyn,Cappuccino,hot,2,7.0,14.0,Cash,Regular,C0676
ORD10122,2024-05-03,Queens,Espresso,hot,1,3.5,3.5,Apple Pay,First-time,C0010
ORD11123,2024-05-03,Seattle,Americano,hot,2,4.8,9.6,Credit Card,Regular,C0446
ORD11328,2024-05-03,Boston,Americano,hot,1,4.8,4.8,Google Pay,Member,C0272
ORD11367,2024-05-03,Seattle,Frappuccino,cold,1,6.5,6.5,Credit Card,First-time,C0505
ORD11722,2024-05-03,Austin,Americano,hot,4,5.6,22.4,Apple Pay,Member,C0046
ORD11847,2024-05-03,Chicago,Mocha,hot,2,7.2,14.4,Credit Card,Regular,C0025
ORD12630,2024-05-03,Brooklyn,Latte,hot,1,7.7,7.7,Cash,First-time,C0486
ORD12790,2024-05-03,Manhattan,Matcha Latte,hot,1,7.2,7.2,Google Pay,Member,C0267
ORD10085,2024-05-04,Austin,Frappuccino,cold,1,6.5,6.5,Apple Pay,Member,C0720
ORD10141,2024-05-04,Seattle,Cappuccino,hot,2,6.0,12.0,Cash,Regular,C0337
ORD10243,2024-05-04,Brooklyn,Espresso,hot,1,3.5,3.5,Cash,Member,C0708
ORD10311,2024-05-04,Queens,Hot Chocolate,hot,1,4.5,4.5,Apple Pay,Member,C0505
ORD11102,2024-05-04,Manhattan,Iced Coffee,cold,2,5.4,10.8,Cash,Member,C0620
ORD11427,2024-05-04,Austin,Espresso,hot,1,4.2,4.2,Credit Card,First-time,C0247
ORD11901,2024-05-04,Brooklyn,Frappuccino,cold,2,6.5,13.0,Apple Pay,Member,C0391
ORD12121,2024-05-04,Brooklyn,Matcha Latte,hot,1,7.2,7.2,Apple Pay,Member,C0030
ORD12253,2024-05-04,Chicago,Mocha,hot,1,6.0,6.0,Cash,Member,C0548
ORD12314,2024-05-04,Brooklyn,Chai Latte,hot,1,5.5,5.5,Google Pay,Member,C0432
ORD12381,2024-05-04,Queens,Cappuccino,hot,1,5.0,5.0,Cash,Regular,C0632
ORD12575,2024-05-04,Boston,Matcha Latte,hot,3,6.0,18.0,Google Pay,First-time,C0596
ORD12808,2024-05-04,Chicago,Espresso,hot,1,4.2,4.2,Apple Pay,Member,C0164
ORD11230,2024-05-05,Chicago,Matcha Latte,hot,1,7.2,7.2,Cash,Member,C0086
ORD11528,2024-05-05,Austin,Latte,hot,1,5.5,5.5,Google Pay,First-time,C0704
ORD11934,2024-05-05,Manhattan,Cold Brew,cold,1,5.0,5.0,Apple Pay,Member,C0742
ORD12044,2024-05-05,Austin,Hot Chocolate,hot,1,4.5,4.5,Apple Pay,First-time,C0154
ORD12492,2024-05-05,Manhattan,Mocha,hot,1,7.2,7.2,Apple Pay,Member,C0066
ORD12863,2024-05-05,Manhattan,Cold Brew,cold,1,6.0,6.0,Cash,Regular,C0415
ORD10313,2024-05-06,Boston,Chai Latte,hot,2,6.6,13.2,Cash,Member,C0007
ORD10401,2024-05-06,Seattle,Mocha,hot,1,7.2,7.2,Credit Card,Regular,C0590
ORD10599,2024-05-06,Portland,Frappuccino,cold,2,6.5,13.0,Cash,Regular,C0036
ORD10792,2024-05-06,Austin,Cold Brew,cold,1,7.0,7.0,Cash,First-time,C0006
ORD10867,2024-05-06,Portland,Chai Latte,hot,1,6.6,6.6,Apple Pay,Regular,C0346
ORD11039,2024-05-06,Portland,Americano,hot,3,5.6,16.8,Google Pay,Regular,C0745
ORD11364,2024-05-06,Brooklyn,Frappuccino,cold,1,7.8,7.8,Google Pay,Regular,C0125
ORD11691,2024-05-06,Queens,Cappuccino,hot,4,6.0,24.0,Google Pay,First-time,C0322
ORD12637,2024-05-06,Austin,Cold Brew,cold,2,5.0,10.0,Google Pay,First-time,C0191
ORD12732,2024-05-06,Manhattan,Cappuccino,hot,2,5.0,10.0,Google Pay,Regular,C0246
ORD10047,2024-05-07,Queens,Smoothie,cold,1,9.8,9.8,Google Pay,Regular,C0205
ORD10061,2024-05-07,Brooklyn,Frappuccino,cold,1,7.8,7.8,Apple Pay,Member,C0628
ORD10398,2024-05-07,Manhattan,Cold Brew,cold,2,5.0,10.0,Google Pay,Member,C0580
ORD10482,2024-05-07,Austin,Hot Chocolate,hot,2,4.5,9.0,Credit Card,Regular,C0659
ORD10576,2024-05-07,Brooklyn,Cold Brew,cold,2,7.0,14.0,Credit Card,First-time,C0183
ORD10633,2024-05-07,Queens,Matcha Latte,hot,2,7.2,14.4,Credit Card,First-time,C0591
ORD11166,2024-05-07,Chicago,Smoothie,cold,1,8.4,8.4,Apple Pay,Member,C0515
ORD11568,2024-05-07,Boston,Hot Chocolate,hot,1,4.5,4.5,Google Pay,First-time,C0524
ORD12251,2024-05-07,Portland,Chai Latte,hot,1,5.5,5.5,Apple Pay,Regular,C0067
ORD12948,2024-05-07,Chicago,Latte,hot,1,7.7,7.7,Cash,First-time,C0394
ORD10520,2024-05-08,Brooklyn,Chai Latte,hot,2,7.7,15.4,Google Pay,Member,C0462
ORD10589,2024-05-08,Manhattan,Cold Brew,cold,1,5.0,5.0,Cash,Member,C0488
ORD10680,2024-05-08,Queens,Smoothie,cold,2,7.0,14.0,Google Pay,First-time,C0372
ORD10759,2024-05-08,Boston,Latte,hot,3,5.5,16.5,Credit Card,Regular,C0681
ORD10998,2024-05-08,Chicago,Iced Coffee,cold,2,4.5,9.0,Apple Pay,Regular,C0166
